OBJECTID;SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;CENSUS_COD;STATE;DISTRICT;SUB_DIST;TOWN_VILL;WARD;EB;LEVEL;NAME_1;TRU;No_HH;TOT_P;TOT_M;TOT_F;P_06;M_06;F_06;P_SC;M_SC;F_SC;P_ST;M_ST;F_ST;P_LIT;M_LIT;F_LIT;P_ILL;M_ILL;F_ILL;TOT_WORK_P;TOT_WORK_M;TOT_WORK_F;MAINWORK_P;MAINWORK_M;MAINWORK_F;MAIN_CL_P;MAIN_CL_M;MAIN_CL_F;MAIN_AL_P;MAIN_AL_M;MAIN_AL_F;MAIN_HH_P;MAIN_HH_M;MAIN_HH_F;MAIN_OT_P;MAIN_OT_M;MAIN_OT_F;MARGWORK_P;MARGWORK_M;MARGWORK_F;MARG_CL_P;MARG_CL_M;MARG_CL_F;MARG_AL_P;MARG_AL_M;MARG_AL_F;MARG_HH_P;MARG_HH_M;MARG_HH_F;MARG_OT_P;MARG_OT_M;MARG_OT_F;NON_WORK_P;NON_WORK_M;NON_WORK_F;ST_CODE;DIST_CODE;THSIL_CODE;BLOCK_CODE;V_CT_CODE;VILL_NAME;AREA;T_HH;T_P;T_M;T_F;SC_P;SC_M;SC_F;ST_P;ST_M;ST_F;EDU_FAC;P_SCH;RANG_P_SCH;M_SCH;RANG_M_SCH;S_SCH;S_S_SCH;COLLEGE;RANG_COLL;IND_SCH;TR_SCH;ADLT_LT_CT;OTH_SCH;MEDI_FAC;ALL_HOSP;RANG_ALL;AYU_HOSP;UN_HOSP;HOM_HOSP;ALL_DISP;AYU_DISP;UN_DISP;HOM_DISP;MCW_CNTR;RANG_MCW;M_HOME;CWC;H_CNTR;PH_CNTR;RANG_PHC;PHS_CNT;FWC_CNTR;TB_CLN;N_HOME;RMP;SMP;CHW;OTH_CNTR;DRNK_WAT_F;RANG_WAT_F;TAP;WELL;TANK;TUBEWELL;HANDPUMP;RIVER;CANAL;LAKE;SPRING;OTHER;SOU_SUMM;RANG_SS;SS_CODE;P_T_FAC;POST_OFF;RANG_PO;TELE_OFF;POST_TELE;PHONE;RANG_PHONE;COMM_FAC;BS_FAC;RANG_BS;RS_FAC;RANG_RS;NW_FAC;RANG_NW;BANK_FAC;COMM_BANK;RANG_COMM;COOP_BANK;RANG_COOP;CRSOC_FAC;AC_SOC;RANG_ACS;NAC_SOC;RANG_NAC;OTHER_SOC;RANG_OTH;RC_FAC;C_V_HALL;RANG_CV;SP_CL_FAC;RANG_SPCL;ST_AU_FAC;RANG_STAU;APP_PR;APP_MR;APP_FP;APP_NAVRIV;APP_NAVCAN;APP_NW;NEAR_TOWN;DIST_TOWN;POWER_SUPL;POWER_DOM;POWER_AGR;POWER_OTH;POWER_ALL;PAP_MAG;NEWS_PAP;MAGAZINE;A_INCEXP;TOT_INC;TOT_EXP;MAN_COMM1;MAN_COMM2;MAN_COMM3;LAND_FORES;CANAL_GOVT;CANAL_PVT;WELL_WO_EL;WELL_W_EL;TW_WO_EL;TW_W_EL;TANK_IRR;RIVER_IRR;LAKE_IRR;W_FALL;OTH_IRR;TOT_IRR;UN_IRR;CULT_WASTE;AREA_NA_CU;Shape_Leng;Shape_Area
120.0;12;12;0006;00000000;1212000600000000;Jairampur;259498;259498;1212000600000000.0;12;12;6;0;0;0;CIRCLE;Jairampur Circle;Total;1771;7836;4347;3489;1362;697;665;12;5;7;2307;1180;1127;4981;3068;1913;2855;1279;1576;3130;2342;788;2861;2193;668;730;393;337;44;28;16;6;5;1;2081;1767;314;269;149;120;108;44;64;24;14;10;5;3;2;132;88;44;4706;2005;2701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74780.31284860228;170789869.11570695
121.0;12;04;0006;00000000;1204000600000000;Sagalee;259499;259499;1204000600000000.0;12;4;6;0;0;0;CIRCLE;Sagalee Circle;Total;1142;6551;3303;3248;1263;645;618;7;4;3;5759;2798;2961;2872;1721;1151;3679;1582;2097;2669;1401;1268;2200;1202;998;1503;656;847;39;18;21;52;23;29;606;505;101;469;199;270;65;16;49;73;10;63;10;0;10;321;173;148;3882;1902;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122728.02199428956;597821908.7824191
122.0;12;03;0003;00000000;1203000300000000;Richukrong;259500;259500;1203000300000000.0;12;3;3;0;0;0;CIRCLE;Richukrong Circle;Total;454;2327;1189;1138;503;248;255;1;1;0;2153;1080;1073;649;432;217;1678;757;921;1126;588;538;1105;576;529;950;455;495;29;20;9;0;0;0;126;101;25;21;12;9;16;10;6;0;0;0;0;0;0;5;2;3;1201;601;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79795.20989347673;222674408.3745141
123.0;12;02;0008;00000000;1202000800000000;Thrizino;259501;259501;1202000800000000.0;12;2;8;0;0;0;CIRCLE;Thrizino Circle;Total;622;3202;1611;1591;768;383;385;4;3;1;2577;1240;1337;1237;733;504;1965;878;1087;1340;782;558;1160;714;446;737;372;365;5;4;1;8;8;0;410;330;80;180;68;112;152;49;103;4;2;2;1;0;1;23;17;6;1862;829;1033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91166.27150673467;308514270.58165246
124.0;12;03;0002;00000000;1203000200000000;Pakke Kessang;259502;259502;1203000200000000.0;12;3;2;0;0;0;CIRCLE;Pakke Kessang Circle;Total;992;5597;2787;2810;1365;685;680;0;0;0;5065;2438;2627;1340;916;424;4257;1871;2386;2555;1279;1276;2489;1261;1228;2050;906;1144;55;28;27;11;8;3;373;319;54;66;18;48;45;9;36;7;1;6;0;0;0;14;8;6;3042;1508;1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177630.25092407048;817900197.245648
125.0;12;02;0006;00000000;1202000600000000;Singchung;259503;259503;1202000600000000.0;12;2;6;0;0;0;CIRCLE;Singchung Circle;Total;2683;14608;9681;4927;1999;1031;968;115;74;41;2078;1081;997;9597;7259;2338;5011;2422;2589;7701;6794;907;7269;6523;746;829;540;289;34;24;10;60;40;20;6346;5919;427;432;271;161;96;24;72;6;3;3;28;20;8;302;224;78;6907;2887;4020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143963.28748444474;444680838.32779485
126.0;12;12;0004;00000000;1212000400000000;Manmao;259504;259504;1212000400000000.0;12;12;4;0;0;0;CIRCLE;Manmao Circle;Total;731;3814;1994;1820;744;373;371;11;7;4;3075;1531;1544;1813;1143;670;2001;851;1150;1895;1084;811;1051;741;310;676;401;275;26;25;1;1;0;1;348;315;33;844;343;501;816;323;493;7;3;4;1;1;0;20;16;4;1919;910;1009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93762.58873884995;384761668.7472955
127.0;12;04;0005;00000000;1204000500000000;Toru;259505;259505;1204000500000000.0;12;4;5;0;0;0;CIRCLE;Toru Circle;Total;520;2857;1500;1357;563;290;273;22;22;0;2332;1132;1200;1301;846;455;1556;654;902;1152;685;467;1051;659;392;534;231;303;17;7;10;18;7;11;482;414;68;101;26;75;19;6;13;72;12;60;1;0;1;9;8;1;1705;815;890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105949.90239773443;259731388.96394205
128.0;12;04;0007;00000000;1204000700000000;Leporiang;259506;259506;1204000700000000.0;12;4;7;0;0;0;CIRCLE;Leporiang Circle;Total;314;2103;1008;1095;397;197;200;0;0;0;2092;999;1093;568;346;222;1535;662;873;964;435;529;567;257;310;510;227;283;9;4;5;4;2;2;44;24;20;397;178;219;245;110;135;132;60;72;8;5;3;12;3;9;1139;573;566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71581.04851319951;205017159.3846736
129.0;12;02;0004;00000000;1202000400000000;Kalaktang;259507;259507;1202000400000000.0;12;2;4;0;0;0;CIRCLE;Kalaktang Circle;Total;1794;8617;4611;4006;1565;792;773;16;11;5;5369;2684;2685;4239;2662;1577;4378;1949;2429;3765;2365;1400;3224;2245;979;1567;921;646;69;50;19;73;36;37;1515;1238;277;541;120;421;401;59;342;37;4;33;3;1;2;100;56;44;4852;2246;2606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149502.20888821787;824856743.0416261
130.0;12;02;0005;00000000;1202000500000000;Rupa;259508;259508;1202000500000000.0;12;2;5;0;0;0;CIRCLE;Rupa Circle;Total;1601;7812;4628;3184;1195;615;580;82;58;24;2652;1359;1293;4556;3122;1434;3256;1506;1750;3743;2873;870;3380;2707;673;780;438;342;192;150;42;30;17;13;2378;2102;276;363;166;197;137;56;81;88;44;44;0;0;0;138;66;72;4069;1755;2314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70115.36879620486;253283132.80460605
131.0;12;02;0007;00000000;1202000700000000;Jamiri;259509;259509;1202000700000000.0;12;2;7;0;0;0;CIRCLE;Jamiri Circle;Total;308;1539;829;710;303;163;140;5;3;2;977;494;483;487;316;171;1052;513;539;758;458;300;743;451;292;318;145;173;0;0;0;5;1;4;420;305;115;15;7;8;2;1;1;0;0;0;0;0;0;13;6;7;781;371;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61477.03795787242;213852232.58367202
132.0;12;02;0003;00000000;1202000300000000;Bomdila;259510;259510;1202000300000000.0;12;2;3;0;0;0;CIRCLE;Bomdila Circle;Total;1950;7826;4199;3627;1091;560;531;50;33;17;3671;1866;1805;5091;2977;2114;2735;1222;1513;2656;2004;652;2484;1900;584;112;65;47;12;6;6;41;20;21;2319;1809;510;172;104;68;73;44;29;52;35;17;6;4;2;41;21;20;5170;2195;2975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19379.81628252243;18748498.337345403
133.0;12;12;0002;00000000;1212000200000000;Changlang;259511;259511;1212000200000000.0;12;12;2;0;0;0;CIRCLE;Changlang Circle;Total;3102;14718;7893;6825;2653;1348;1305;50;25;25;9580;4844;4736;7531;4718;2813;7187;3175;4012;6329;4058;2271;5333;3646;1687;2277;1136;1141;74;59;15;76;52;24;2906;2399;507;996;412;584;784;301;483;57;28;29;32;4;28;123;79;44;8389;3835;4554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108636.49153922158;497217119.90294164
134.0;12;13;0001;00000000;1213000100000000;Namsang;259512;259512;1213000100000000.0;12;13;1;0;0;0;CIRCLE;Namsang Circle;Total;2731;12431;6788;5643;2220;1173;1047;41;25;16;7406;3980;3426;6674;4221;2453;5757;2567;3190;5017;3382;1635;4218;3036;1182;1931;1069;862;21;17;4;7;7;0;2259;1943;316;799;346;453;607;218;389;43;25;18;8;0;8;141;103;38;7414;3406;4008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85180.4142302268;393408614.78259003
135.0;12;12;0003;00000000;1212000300000000;Namtok;259513;259513;1212000300000000.0;12;12;3;0;0;0;CIRCLE;Namtok Circle;Total;593;3085;1603;1482;574;282;292;1;1;0;1491;783;708;1143;766;377;1942;837;1105;1404;794;610;1142;671;471;521;281;240;12;8;4;23;18;5;586;364;222;262;123;139;73;32;41;23;16;7;3;2;1;163;73;90;1681;809;872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29065.557932435164;31668691.63284206
136.0;12;04;0004;00000000;1204000400000000;Doimukh;259514;259514;1204000400000000.0;12;4;4;0;0;0;CIRCLE;Doimukh Circle;Total;1943;9890;5161;4729;1781;883;898;86;53;33;5789;2853;2936;5741;3325;2416;4149;1836;2313;3429;2267;1162;3123;2139;984;1060;520;540;103;72;31;41;27;14;1919;1520;399;306;128;178;160;49;111;78;41;37;9;1;8;59;37;22;6461;2894;3567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68072.1915377386;141471883.74743098
137.0;12;04;0003;00000000;1204000300000000;Naharlagun;259515;259515;1204000300000000.0;12;4;3;0;0;0;CIRCLE;Naharlagun Circle;Total;8545;39727;20974;18753;6389;3217;3172;757;421;336;18593;9184;9409;25684;14933;10751;14043;6041;8002;14067;10256;3811;12622;9585;3037;679;353;326;139;93;46;238;160;78;11566;8979;2587;1445;671;774;279;93;186;65;26;39;53;24;29;1048;528;520;25660;10718;14942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67675.8128556234;164975900.76746604
138.0;12;03;0001;00000000;1203000100000000;Seijosa;259516;259516;1203000100000000.0;12;3;1;0;0;0;CIRCLE;Seijosa Circle;Total;1004;5219;2744;2475;949;474;475;0;0;0;3276;1724;1552;2661;1565;1096;2558;1179;1379;2022;1264;758;1502;1135;367;497;314;183;163;112;51;22;15;7;820;694;126;520;129;391;117;36;81;70;33;37;16;3;13;317;57;260;3197;1480;1717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228051.74638439118;1081318683.8613539
139.0;12;04;0002;00000000;1204000200000000;Itanagar;259517;259517;1204000200000000.0;12;4;2;0;0;0;CIRCLE;Itanagar Circle;Total;8471;39173;20846;18327;6382;3255;3127;487;280;207;18381;9103;9278;25355;14768;10587;13818;6078;7740;14205;9974;4231;13030;9448;3582;521;279;242;73;50;23;139;65;74;12297;9054;3243;1175;526;649;207;90;117;27;11;16;172;30;142;769;395;374;24968;10872;14096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68936.55644733255;176739723.57307383
140.0;12;04;0001;00000000;1204000100000000;Balijan;259518;259518;1204000100000000.0;12;4;1;0;0;0;CIRCLE;Balijan Circle;Total;1920;11589;5887;5702;2385;1183;1202;3;0;3;8129;4021;4108;4492;2722;1770;7097;3165;3932;3764;2303;1461;2463;1829;634;1464;1005;459;149;115;34;22;15;7;828;694;134;1301;474;827;887;320;567;357;133;224;32;10;22;25;11;14;7825;3584;4241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180649.19045565574;850999369.947008
141.0;12;02;0009;00000000;1202000900000000;Bhalukpong;259519;259519;1202000900000000.0;12;2;9;0;0;0;CIRCLE;Bhalukpong Circle;Total;1356;5519;3072;2447;985;532;453;37;23;14;1377;711;666;3074;1949;1125;2445;1123;1322;2018;1686;332;1842;1565;277;18;11;7;29;26;3;19;17;2;1776;1511;265;176;121;55;33;16;17;12;6;6;1;0;1;130;99;31;3501;1386;2115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97392.41173655368;356684268.600111
142.0;12;13;0002;00000000;1213000200000000;Khonsa;259520;259520;1213000200000000.0;12;13;2;0;0;0;CIRCLE;Khonsa Circle;Total;5933;28914;15340;13574;5501;2768;2733;121;61;60;22108;10949;11159;13500;8636;4864;15414;6704;8710;13594;8156;5438;12428;7719;4709;7381;3407;3974;55;32;23;50;29;21;4942;4251;691;1166;437;729;933;248;685;13;10;3;10;1;9;210;178;32;15320;7184;8136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129053.20831777075;581315692.3651665
143.0;12;13;0003;00000000;1213000300000000;Kanubari;259521;259521;1213000300000000.0;12;13;3;0;0;0;CIRCLE;Kanubari Circle;Total;1965;11340;5839;5501;2448;1219;1229;1;0;1;9743;4932;4811;4067;2612;1455;7273;3227;4046;5524;3014;2510;5092;2801;2291;3908;1891;2017;42;32;10;7;4;3;1135;874;261;432;213;219;362;166;196;9;7;2;4;0;4;57;40;17;5816;2825;2991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80420.98902248326;257791883.58956048
144.0;12;12;0001;00000000;1212000100000000;Khimiyong;259522;259522;1212000100000000.0;12;12;1;0;0;0;CIRCLE;Khimiyong Circle;Total;658;3506;1830;1676;708;384;324;0;0;0;3321;1712;1609;1001;700;301;2505;1130;1375;1988;1025;963;1777;919;858;1565;743;822;9;3;6;8;5;3;195;168;27;211;106;105;198;94;104;10;10;0;1;1;0;2;1;1;1518;805;713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69812.82321654807;194737301.75052392
145.0;12;13;0004;00000000;1213000400000000;Longding;259523;259523;1213000400000000.0;12;13;4;0;0;0;CIRCLE;Longding Circle;Total;2691;15703;8239;7464;3478;1775;1703;7;2;5;13488;6796;6692;4830;3481;1349;10873;4758;6115;7233;3933;3300;6382;3610;2772;4626;2063;2563;49;23;26;44;32;12;1663;1492;171;851;323;528;568;179;389;84;23;61;34;10;24;165;111;54;8470;4306;4164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92296.59556861052;195661491.45928302
146.0;12;02;0010;00000000;1202001000000000;Balemu;259524;259524;1202001000000000.0;12;2;10;0;0;0;CIRCLE;Balemu Circle;Total;314;1224;669;555;260;129;131;0;0;0;605;305;300;507;338;169;717;331;386;575;420;155;478;398;80;129;92;37;86;70;16;0;0;0;263;236;27;97;22;75;35;8;27;55;12;43;0;0;0;7;2;5;649;249;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56356.96329257643;170745344.00808743
147.0;12;13;0008;00000000;1213000800000000;Laju;259525;259525;1213000800000000.0;12;13;8;0;0;0;CIRCLE;Laju Circle;Total;1770;7959;3962;3997;1793;956;837;0;0;0;7659;3760;3899;1576;1277;299;6383;2685;3698;4302;2037;2265;4178;1965;2213;3823;1658;2165;15;6;9;2;1;1;338;300;38;124;72;52;112;62;50;2;0;2;0;0;0;10;10;0;3657;1925;1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85904.18733149787;246546593.5029743
148.0;12;13;0007;00000000;1213000700000000;Wakka;259526;259526;1213000700000000.0;12;13;7;0;0;0;CIRCLE;Wakka Circle;Total;1605;9246;4730;4516;2101;1102;999;0;0;0;9033;4580;4453;1091;905;186;8155;3825;4330;4980;2550;2430;3829;2097;1732;3545;1843;1702;5;5;0;4;3;1;275;246;29;1151;453;698;1055;386;669;46;42;4;21;5;16;29;20;9;4266;2180;2086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76785.83128014117;249069009.42266476
149.0;12;13;0005;00000000;1213000500000000;Pumao;259527;259527;1213000500000000.0;12;13;5;0;0;0;CIRCLE;Pumao Circle;Total;574;4312;2232;2080;1008;567;441;0;0;0;4291;2217;2074;335;276;59;3977;1956;2021;2845;1432;1413;2257;1088;1169;2206;1040;1166;1;1;0;3;2;1;47;45;2;588;344;244;587;344;243;1;0;1;0;0;0;0;0;0;1467;800;667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54142.69772595305;113463025.3868663
150.0;12;13;0006;00000000;1213000600000000;Pangchao;259528;259528;1213000600000000.0;12;13;6;0;0;0;CIRCLE;Pangchao Circle;Total;1688;10421;5407;5014;1735;890;845;0;0;0;10212;5241;4971;1331;1048;283;9090;4359;4731;5579;2929;2650;5423;2858;2565;5102;2560;2542;10;6;4;2;2;0;309;290;19;156;71;85;144;65;79;4;2;2;0;0;0;8;4;4;4842;2478;2364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77383.64192867243;233230724.0739965
